Outcome: lose
Spanning Area: 22
Rows: 16, Cols: 30, Mines: 99
Clicked Mine: (4, 5)
Last Move Prob: 0.07927764425401389
Last Move Entropy: 0.07927764425401389
Game Seed: 1632629719

0,0,0,1,0,0,-1.0000
0,1,0,1,0,1,-1.0000
0,2,0,1,0,1,-1.0000
0,3,0,1,0,2,-1.0000
0,4,0,1,0,2,-1.0000
0,5,1,0,0,0,1.0000
0,6,1,0,0,2,0.9860
0,7,0,0,0,3,0.2013
0,8,1,0,0,0,0.2013
0,9,0,0,0,1,0.2013
0,10,0,0,0,0,0.2013
0,11,0,0,0,0,0.2013
0,12,0,0,0,0,0.2013
0,13,0,0,0,0,0.2013
0,14,0,0,0,0,0.2013
0,15,0,0,0,0,0.2013
0,16,0,0,0,0,0.2013
0,17,0,0,0,0,0.2013
0,18,0,0,0,0,0.2013
0,19,0,0,0,0,0.2013
0,20,0,0,0,0,0.2013
0,21,0,0,0,0,0.2013
0,22,0,0,0,0,0.2013
0,23,0,0,0,0,0.2013
0,24,0,0,0,0,0.2013
0,25,0,0,0,0,0.2013
0,26,0,0,0,0,0.2013
0,27,0,0,0,0,0.2013
0,28,0,0,0,0,0.2013
0,29,0,0,0,0,0.2013
1,0,0,1,0,1,-1.0000
1,1,0,1,0,2,-1.0000
1,2,1,0,0,0,1.0000
1,3,0,1,0,2,-1.0000
1,4,1,0,0,1,1.0000
1,5,0,1,0,4,-1.0000
1,6,1,0,0,1,0.6334
1,7,0,0,0,4,0.2013
1,8,0,0,0,2,0.2013
1,9,0,0,0,3,0.2013
1,10,0,0,0,1,0.2013
1,11,0,0,0,2,0.2013
1,12,0,0,0,1,0.2013
1,13,0,0,0,1,0.2013
1,14,0,0,0,0,0.2013
1,15,0,0,0,0,0.2013
1,16,0,0,0,0,0.2013
1,17,0,0,0,0,0.2013
1,18,0,0,0,0,0.2013
1,19,0,0,0,0,0.2013
1,20,0,0,0,0,0.2013
1,21,0,0,0,0,0.2013
1,22,0,0,0,0,0.2013
1,23,0,0,0,0,0.2013
1,24,0,0,0,0,0.2013
1,25,0,0,0,0,0.2013
1,26,0,0,0,0,0.2013
1,27,0,0,0,1,0.2013
1,28,0,0,0,1,0.2013
1,29,0,0,0,1,0.2013
2,0,1,0,0,0,1.0000
2,1,0,1,0,2,-1.0000
2,2,0,1,0,1,-1.0000
2,3,0,1,0,3,-1.0000
2,4,0,1,0,2,-1.0000
2,5,0,1,0,3,-1.0000
2,6,0,0,0,1,0.3712
2,7,0,0,0,2,0.1563
2,8,1,0,0,0,0.2013
2,9,0,0,0,2,0.2013
2,10,1,0,0,0,0.2013
2,11,0,0,0,2,0.2013
2,12,1,0,0,0,0.2013
2,13,0,0,0,1,0.2013
2,14,0,0,0,0,0.2013
2,15,0,0,0,0,0.2013
2,16,0,0,0,0,0.2013
2,17,0,0,0,1,0.2013
2,18,0,0,0,1,0.2013
2,19,0,0,0,1,0.2013
2,20,0,0,0,0,0.2013
2,21,0,0,0,1,0.2013
2,22,0,0,0,1,0.2013
2,23,0,0,0,1,0.2013
2,24,0,0,0,0,0.2013
2,25,0,0,0,0,0.2013
2,26,0,0,0,1,0.2013
2,27,0,0,0,2,0.2013
2,28,1,0,0,1,0.2013
2,29,0,0,0,1,0.2013
3,0,0,1,0,2,-1.0000
3,1,0,1,0,2,-1.0000
3,2,0,1,0,1,-1.0000
3,3,0,1,0,2,-1.0000
3,4,1,0,0,2,1.0000
3,5,0,1,0,2,-1.0000
3,6,0,1,0,1,-1.0000
3,7,0,0,0,1,0.1563
3,8,0,0,0,2,0.2013
3,9,0,0,0,3,0.2013
3,10,0,0,0,2,0.2013
3,11,0,0,0,3,0.2013
3,12,0,0,0,2,0.2013
3,13,0,0,0,2,0.2013
3,14,0,0,0,0,0.2013
3,15,0,0,0,0,0.2013
3,16,0,0,0,0,0.2013
3,17,0,0,0,1,0.2013
3,18,1,0,0,0,0.2013
3,19,0,0,0,2,0.2013
3,20,0,0,0,1,0.2013
3,21,0,0,0,2,0.2013
3,22,1,0,0,0,0.2013
3,23,0,0,0,1,0.2013
3,24,0,0,0,0,0.2013
3,25,0,0,0,0,0.2013
3,26,0,0,0,1,0.2013
3,27,1,0,0,0,0.2013
3,28,0,0,0,2,0.2013
3,29,0,0,0,1,0.2013
4,0,1,0,0,1,0.5569
4,1,0,0,0,2,0.4479
4,2,0,1,0,2,-1.0000
4,3,1,0,0,0,0.5446
4,4,0,0,0,3,0.4626
4,5,1,0,0,0,0.0793
4,6,0,0,0,1,0.0793
4,7,0,0,0,1,0.1563
4,8,0,0,0,2,0.2013
4,9,1,0,0,0,0.2013
4,10,0,0,0,2,0.2013
4,11,0,0,0,2,0.2013
4,12,1,0,0,0,0.2013
4,13,0,0,0,1,0.2013
4,14,0,0,0,0,0.2013
4,15,0,0,0,1,0.2013
4,16,0,0,0,2,0.2013
4,17,0,0,0,4,0.2013
4,18,0,0,0,3,0.2013
4,19,0,0,0,3,0.2013
4,20,1,0,0,0,0.2013
4,21,0,0,0,2,0.2013
4,22,0,0,0,2,0.2013
4,23,0,0,0,2,0.2013
4,24,0,0,0,2,0.2013
4,25,0,0,0,1,0.2013
4,26,0,0,0,2,0.2013
4,27,0,0,0,2,0.2013
4,28,0,0,0,2,0.2013
4,29,0,0,0,1,0.2013
5,0,0,0,0,3,0.2013
